"Fmin","Fmin_B","CFI","RMSEA","Size_Of_CR","FC","Number_Of_CR","Location_Of_Misfit","Percent_Missing","Number_of_Missing_Variables","Missing_Mechanism"
0,4.3459,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.0602,4.5073,0.9866,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.2641,4.8284,0.9453,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0.697,5.3938,0.8708,0.1147,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
1.6137,6.4979,0.7517,0.1745,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","  MCAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.058,4.5547,0.9873,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.6788,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
1.4942,6.571,0.7726,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.2647,5.3616,0.9506,0.0707,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
1.6216,7.0302,0.7693,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","  MCAR"
1e-04,3.8885,1,1e-04,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.0575,4.0643,0.9859,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.2538,4.3967,0.9423,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.675,4.9741,0.8643,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
1.4645,6.0858,0.7594,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
1e-04,4.0035,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.058,4.1782,0.9861,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.2555,4.5085,0.9433,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.6786,5.0842,0.8665,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
1.4928,6.1944,0.759,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0,4.4732,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.0602,4.6364,0.987,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.264,4.956,0.9468,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
0.6966,5.5234,0.8739,0.1146,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
1.6123,6.6259,0.7567,0.1744,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing","  MCAR"
1e-04,3.3319,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.0575,3.507,0.9836,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.2538,3.8392,0.9339,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.6751,4.4166,0.8472,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
1.4645,5.5283,0.7351,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
1e-04,3.438,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.058,3.6129,0.984,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.2554,3.944,0.9353,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.6784,4.5198,0.8499,0.1131,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
1.4907,5.6305,0.7352,0.1677,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0,3.8628,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.06,4.0288,0.9851,0.0336,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.2629,4.3497,0.9396,0.0704,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0.6945,4.9175,0.8588,0.1145,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
1.5977,6.0217,0.7347,0.1736,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing","  MCAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.058,4.5547,0.9873,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.6788,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
1.4942,6.571,0.7726,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.2647,5.3616,0.9506,0.0707,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
1.6216,7.0302,0.7693,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing"," Weak MAR"
0,3.8299,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.0575,4.0064,0.9857,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.2538,4.3394,0.9415,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.675,4.9169,0.8627,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
1.4645,6.0285,0.7571,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0,3.9493,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.058,4.1252,0.986,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.2555,4.4585,0.9427,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.6787,5.0313,0.8651,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
1.4934,6.141,0.7568,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0,4.4344,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.0603,4.594,0.9869,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.2643,4.9143,0.9462,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0.6973,5.481,0.8728,0.1147,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
1.6163,6.5835,0.7545,0.1746,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing"," Weak MAR"
0,3.7146,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0575,3.8895,0.9852,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.2538,4.2201,0.9399,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.675,4.7976,0.8593,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
1.4645,5.9092,0.7522,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0,3.8304,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.058,4.0052,0.9855,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.2555,4.3368,0.9411,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.6787,4.9139,0.8619,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
1.4931,6.0211,0.752,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0,4.3091,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.0603,4.4686,0.9865,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.2641,4.7908,0.9449,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0.6969,5.3552,0.8699,0.1147,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
1.6138,6.4586,0.7501,0.1745,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing"," Weak MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.058,4.5547,0.9873,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.6788,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
1.4942,6.571,0.7726,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.2647,5.3616,0.9506,0.0707,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
1.6216,7.0302,0.7693,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing"," Weak MAR"
0,3.4608,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.0575,3.6383,0.9842,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.2538,3.972,0.9361,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.675,4.5494,0.8516,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
1.4645,5.6611,0.7413,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0,3.5752,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.058,3.7506,0.9846,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.2554,4.0869,0.9375,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.6786,4.6579,0.8543,0.1131,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
1.4916,5.7672,0.7414,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0,4.0227,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.0601,4.1855,0.9857,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.2635,4.5062,0.9415,0.0705,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0.6956,5.0742,0.8629,0.1146,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
1.6049,6.1776,0.7402,0.174,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%","Four Variables with Missing"," Weak MAR"
0,3.2556,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.0575,3.4291,0.9832,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.2538,3.7603,0.9325,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.6751,4.3378,0.8444,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
1.4645,5.4494,0.7313,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0,3.3623,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.0579,3.5367,0.9836,0.033,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.2553,3.8683,0.934,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.6784,4.4449,0.8474,0.1131,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
1.4907,5.5521,0.7315,0.1677,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
1e-04,3.7882,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.06,3.95,0.9848,0.0336,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.2629,4.2751,0.9385,0.0704,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0.6944,4.8393,0.8565,0.1145,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
1.5978,5.9452,0.7312,0.1736,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%","Four Variables with Missing"," Weak MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.675,5.3444,0.8737,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
1.4645,6.4561,0.7732,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
1e-04,4.3807,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.058,4.5547,0.9873,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.2556,4.8851,0.9477,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.6788,5.4609,0.8757,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
1.4942,6.571,0.7726,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0,4.8812,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.0604,5.0422,0.988,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.2647,5.3616,0.9506,0.0707,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0.6981,5.928,0.8822,0.1148,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
1.6216,7.0302,0.7693,0.1749,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","0%"," Two Variables with Missing","Strong MAR"
0,3.8861,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.0575,4.062,0.9858,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.2538,4.3953,0.9423,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.675,4.9727,0.8643,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
1.4645,6.0843,0.7593,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
1e-04,4.0077,1,2e-04,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.058,4.1822,0.9861,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.2555,4.5138,0.9434,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.6788,5.0883,0.8666,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
1.4937,6.1969,0.759,0.1679,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0,4.4994,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.0603,4.6593,0.9871,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.2645,4.9786,0.9469,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0.6976,5.5452,0.8742,0.1147,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
1.6186,6.6472,0.7565,0.1748,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","20%"," Two Variables with Missing","Strong MAR"
0,3.5867,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.0575,3.7607,0.9847,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.2538,4.0937,0.938,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.6751,4.6711,0.8555,0.1129,0.3,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
1.4645,5.7828,0.7468,0.1662,0.4,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0,3.7039,1,0,0,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.058,3.8781,0.9851,0.0331,0.1,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.2555,4.2089,0.9393,0.0694,0.2,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.6787,4.7854,0.8582,0.1132,0.3,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
1.4931,5.8948,0.7467,0.1678,0.4,"Factor Correlation = 0.4","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0,4.1808,1,0,0,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.0602,4.3415,0.9861,0.0337,0.1,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.2641,4.6614,0.9434,0.0706,0.2,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0.6969,5.2271,0.8667,0.1147,0.3,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
1.6139,6.332,0.7451,0.1745,0.4,"Factor Correlation = 0.8","Two Correlated Residuals","Different Factor","50%"," Two Variables with Missing","Strong MAR"
0,4.2583,1,0,0,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.0575,4.4347,0.987,0.0329,0.1,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
0.2538,4.767,0.9468,0.0692,0.2,"Factor Correlation = 0","Two Correlated Residuals","Different Factor","0%","Four Variables with Missing","Strong MAR"
